CSD code,Largest included sphere diameter (A),Total volumetric surface area (m^2/m^3),CO2 uptake at LP (mol/kg),CO2 uptake at HP (mol/kg),CH4 uptake at HP (mol/kg),logKH_CO2,Band gap (eV),DOI,Journal
DICVUI,2.89675,,,,,,0.101316,10.1080/00958972.2013.794382,Journal(Journal of Coordination Chemistry)
WUZRIU,2.23018,,,,,,1.0221459999999998,,Journal(CSD Communication)
REZDAE,2.55051,,,,,,3.156549,10.1016/j.jssc.2018.01.024,Journal(Journal of Solid State Chemistry)
LUZZEM,2.7812,,,,,,2.387609,,Journal(Wuji Huaxue Xuebao)
EXEMAV,2.0525,,,,,,3.837828,10.1016/j.solidstatesciences.2004.03.009,Journal(Solid State Sciences)
HEWRUW01,1.37685,,,,,,0.286041,,Journal(CSD Communication)
OCITOL04,1.78029,,,,,,0.4662360000000001,10.1107/S0108270190002815,"Journal(Acta Crystallographica,Section C: Crystal Structure Communications [1983-2014])"
UWIGOX,2.31579,,,,,,3.00327,10.1002/zaac.201100010,Journal(Zeitschrift fur Anorganische und Allgemeine Chemie)
QUPHEP,5.34082,,,,,,2.997323,10.1021/cg1001557,Journal(Crystal Growth and Design)
DASLIT,1.54072,,,,,,1.3578329999999998,10.1524/zkri.219.12.892.55859,Journal(Zeitschrift fuer Kristallographie - Crystalline Materials)
DEHLAF,5.16523,,,,,,0.937719,10.1016/j.ica.2012.06.034,Journal(Inorganica Chimica Acta)
BAHHUP01,2.98635,,,,,,0.22935,10.1107/S2053229614017549,Journal(Acta Crystallographica Section C: Structural Chemistry)
EXACOW,4.84695,,,,,,3.428293,10.1021/ic1007445,Journal(Inorganic Chemistry)
JIVBEW,1.8223,,,,,,0.4911189999999998,10.1021/ja074962i,Journal(Journal of the American Chemical Society)
QOZNAV,3.02195,,,,,,2.486767,10.1002/hc.20509,Journal(Heteroatom Chemistry [1990-2019])
SIXWON,7.74763,,,,,,2.548238,10.1002/chem.201302541,Journal(Chemistry-A European Journal)
ONITEM,2.17868,,,,,,2.580884,10.1021/acs.cgd.6b00540,Journal(Crystal Growth and Design)
CIXXIQ,1.88378,,,,,,2.479671,10.1071/CH9831851,Journal(Australian Journal of Chemistry)
DOZCIE,1.91822,,,,,,3.819852,10.1021/ic00235a005,Journal(Inorganic Chemistry)
VUTLIG,4.77243,,,,,,1.1097830000000002,10.1016/j.jorganchem.2009.12.020,Journal(Journal of Organometallic Chemistry)
SACPAQ,3.01699,,,,,,0.17181,10.1021/acs.cgd.5b01257,Journal(Crystal Growth and Design)
WEMBEX,2.30589,,,,,,2.2353310000000004,10.1039/c2ce26682b,Journal(CrystEngComm)
GOWZOJ,2.3357,,,,,,3.3202860000000003,10.1039/C4CE01779J,Journal(CrystEngComm)
BADLOK,2.96319,,,,,,0.337955,10.1002/zaac.201500615,Journal(Zeitschrift fur Anorganische und Allgemeine Chemie)
KOQKAE,2.50369,,,,,,2.624287,10.1016/j.ica.2014.09.029,Journal(Inorganica Chimica Acta)
AVASUM,4.6573,,,,,,0.499015,10.1016/j.inoche.2011.01.011,Journal(Inorganic Chemistry Communications)
NEHXON,2.35408,,,,,,0.0408539999999999,10.1016/S0277-5387(01)00657-X,Journal(Polyhedron)
INAMEP01,2.24653,,,,,,2.66484,10.1016/j.ica.2009.03.011,Journal(Inorganica Chimica Acta)
CICYET,1.72843,,,,,,0.964954,10.1107/S010827010701459X,"Journal(Acta Crystallographica,Section C: Crystal Structure Communications [1983-2014])"
LEJJIV01,3.40385,,,,,,0.972573,10.1002/ejic.201001363,Journal(European Journal of Inorganic Chemistry)
BOVPAE01,3.18222,,,,,,1.833143,10.11862/CJIC.2019.014,Journal(Wuji Huaxue Xuebao)
JAYVOV,2.0433,,,,,,2.345744,10.1107/S1600536805032071,Journal(Acta Crystallographica Section E: Structure Reports Online [2001-2014])
MUPKIS,1.93199,,,,,,0.7855090000000002,10.1021/cg901438x,Journal(Crystal Growth and Design)
EYUCEH,1.9305,,,,,,1.735493,10.1039/c0ce00969e,Journal(CrystEngComm)
IPANAP,1.89362,,,,,,4.09932,10.1016/j.jssc.2011.01.030,Journal(Journal of Solid State Chemistry)
IYAVUB,1.63084,,,,,,2.956102,10.1080/15533174.2016.1149719,Journal(Inorganic and Nano-Metal Chemistry)
HAYDUI,1.6172,,,,,,3.118393,10.1107/S1600536812014043,Journal(Acta Crystallographica Section E: Structure Reports Online [2001-2014])
ELOQON,1.84024,,,,,,2.599667,10.1016/j.molstruc.2016.04.074,Journal(Journal of Molecular Structure)
NIGWUX,1.83904,,,,,,2.101122,,Journal(Zhurnal Strukturnoi Khimii)
JAHKIP,2.3011,,,,,,3.002245,10.1039/C6CE02295B,Journal(CrystEngComm)
PEBMEQ,1.93987,,,,,,0.903437,10.1016/j.inoche.2012.02.002,Journal(Inorganic Chemistry Communications)
COVBOG,2.57095,,,,,,3.510593,10.1016/j.ica.2015.02.003,Journal(Inorganica Chimica Acta)
MOXKUG,2.84855,,,,,,4.331534,10.1002/anie.200804169,"Journal(Angewandte Chemie, International Edition)"
NEFTOI,2.26049,,,,,,2.899395,10.1107/S1600536806000225,Journal(Acta Crystallographica Section E: Structure Reports Online [2001-2014])
MAFZAW01,1.76505,,,,,,1.68176,,Journal(CSD Communication)
HOMFEW,3.51449,,,,,,2.762071,10.1002/cplu.201402193,Journal(ChemPlusChem)
MADQUF,2.14266,,,,,,0.897764,10.1007/s10904-009-9306-4,Journal(Journal of Inorganic and Organometallic Polymers and Materials)
KOHXIP,2.29131,,,,,,0.945758,10.1039/b805848b,Journal(Dalton Transactions)
JITTEO,2.4045,,,,,,2.758513,10.3762/bjnano.8.262,Journal(Beilstein Journal of Nanotechnology)
KOQXUL,2.38248,,,,,,3.276207,10.1080/15533174.2013.841215,"Journal(Synthesis and Reactivity in Inorganic, Metal-Organic, and Nano-Metal Chemistry)"
SIXSUO,2.01106,,,,,,2.311553,10.1016/j.poly.2007.01.026,Journal(Polyhedron)
TUFWUN,1.50239,,,,,,2.6562560000000004,10.1016/j.ica.2008.11.031,Journal(Inorganica Chimica Acta)
FEVRED,4.59899,,,,,,1.0826,10.1021/ic980898h,Journal(Inorganic Chemistry)
HUZJUI,2.34661,,,,,,3.565775,10.1021/ic901744m,Journal(Inorganic Chemistry)
JEBLIM,2.03387,,,,,,4.270286,10.1002/ejic.200500714,Journal(European Journal of Inorganic Chemistry)
HIXZUL,2.47581,,,,,,0.9409870000000002,10.1007/s11243-014-9808-y,Journal(Transition Metal Chemistry)
KESFOF,3.43876,,,,,,3.380444,10.1080/15533174.2011.652281,"Journal(Synthesis and Reactivity in Inorganic, Metal-Organic, and Nano-Metal Chemistry)"
AQUKOO,3.20373,,,,,,0.3538719999999999,10.1021/acs.cgd.6b00735,Journal(Crystal Growth and Design)
QUTQIG,1.98075,,,,,,5.061981,10.1021/cg901054h,Journal(Crystal Growth and Design)
WIWQAW,2.52295,,,,,,1.665955,10.1021/ic403033j,Journal(Inorganic Chemistry)
YALHOK,2.1422,,,,,,4.600499,10.1080/00958972.2011.625414,Journal(Journal of Coordination Chemistry)
QOTLIV,1.90205,,,,,,2.371374,10.1107/S1600536809012227,Journal(Acta Crystallographica Section E: Structure Reports Online [2001-2014])
LUFPAE,2.77556,,,,,,1.087276,10.1021/ja9006035,Journal(Journal of the American Chemical Society)
FIPGOB01,3.06066,,,,,,2.274358,10.1107/S0108768109046448,"Journal(Acta Crystallographica,Section B: Structural Science [1983-2012])"
NUJTOB,3.67208,,,,,,3.476641,10.1021/ic970269s,Journal(Inorganic Chemistry)
LICROF,4.06043,,,,,,1.438968,10.1016/j.poly.2006.09.069,Journal(Polyhedron)
NACVOC,2.05122,,,,,,3.042144,10.1002/anie.199610881,"Journal(Angewandte Chemie, International Edition)"
LOXZEF01,2.04434,,,,,,2.60609,10.1039/C4CC09341K,Journal(Chemical Communications)
COJMOF01,8.51294,,,,,,2.08288,10.1039/C4SC02157F,Journal(Chemical Science)
OCEYIH,4.20794,,,,,,1.301212,10.1002/zaac.201600244,Journal(Zeitschrift fur Anorganische und Allgemeine Chemie)
CACCOB,2.84644,,,,,,0.7903709999999999,10.3184/174751915X14356807534239,Journal(Journal of Chemical Research)
SINLUY,2.6487,,,,,,2.730494,10.1039/C3CE41674G,Journal(CrystEngComm)
GUKREJ,1.81567,,,,,,3.057369,10.1107/S0108270100016589,"Journal(Acta Crystallographica,Section C: Crystal Structure Communications [1983-2014])"
AWAWEB,1.89608,,,,,,1.954083,10.1002/zaac.201100111,Journal(Zeitschrift fur Anorganische und Allgemeine Chemie)
JAVJUM,2.02195,,,,,,1.950616,10.1002/zaac.200570008,Journal(Zeitschrift fur Anorganische und Allgemeine Chemie)
HUTREU,1.51537,,,,,,2.4041690000000004,10.1021/ic901291b,Journal(Inorganic Chemistry)
DAYPUR,2.0708,,,,,,2.478951,10.1016/j.poly.2017.05.012,Journal(Polyhedron)
XOLYEE,3.55598,,,,,,0.7122620000000001,10.5012/bkcs.2013.34.12.3843,Journal(Bulletin of the Korean Chemical Society)
BASQOC01,1.57704,,,,,,3.470688,10.1039/b314522k,Journal(CrystEngComm)
ELECOP,1.13951,,,,,,2.1608090000000004,10.1039/C6DT00641H,Journal(Dalton Transactions)
OKIZOZ,5.98373,,,,,,0.50241,10.1016/j.inoche.2016.03.004,Journal(Inorganic Chemistry Communications)
ATAGUX,1.84384,,,,,,2.385175,10.1016/j.solidstatesciences.2003.10.013,Journal(Solid State Sciences)
HAJKOU,6.26449,,,,,,0.604695,10.1039/c1jm13762j,Journal(Journal of Materials Chemistry)
KIBNIU,2.63915,,,,,,3.103501,10.1039/c3dt33002h,Journal(Dalton Transactions)
XISROJ,1.9791,,,,,,4.206461,10.1515/ncrs-2018-0001,Journal(Zeitschrift fur Kristallographie - New Crystal Structures)
FAJLUA,2.78361,,,,,,1.716363,10.1002/chem.201504134,Journal(Chemistry-A European Journal)
EHIZAX,3.67129,,,,,,2.4730600000000003,10.1016/j.inoche.2010.06.023,Journal(Inorganic Chemistry Communications)
MOHKUQ,2.67727,,,,,,1.564104,10.1039/b806360e,Journal(CrystEngComm)
JEDQIS,5.92244,,,,,,0.795501,10.1021/ja980504l,Journal(Journal of the American Chemical Society)
QURDIR,1.7809,,,,,,1.849037,10.1021/cg100082f,Journal(Crystal Growth and Design)
UBEXEE,3.06414,,,,,,0.919324,10.1021/ic0100018,Journal(Inorganic Chemistry)
XIFQEK,2.69342,,,,,,0.4571679999999999,10.1080/00958972.2013.789505,Journal(Journal of Coordination Chemistry)
BIFFAY,2.0721,,,,,,2.696171,10.1002/zaac.200400216,Journal(Zeitschrift fur Anorganische und Allgemeine Chemie)
BIWSAE,5.54609,,,,,,0.581735,,Journal(CSD Communication)
LUXRUT,2.88785,,,,,,0.945243,10.1002/zaac.201500257,Journal(Zeitschrift fur Anorganische und Allgemeine Chemie)
FAGTAJ,2.93011,,,,,,4.385831,10.1039/b200658h,Journal(Chemical Communications)
KENJUK,5.14471,,,,,,3.259875,10.1002/cjoc.201200392,Journal(Chinese Journal of Chemistry)
GIRQAB,2.18525,,,,,,1.6886009999999998,10.6023/A13030272,Journal(Huaxue Xuebao)
MOYLAO,3.21069,,,,,,3.016285,10.1021/cg801157k,Journal(Crystal Growth and Design)
YIMTIZ01,3.03669,,,,,,0.4817120000000001,10.1039/C4QI00078A,Journal(Inorganic Chemistry Frontiers)
LAXMOP,4.01032,,,,,,1.068145,10.1016/j.inoche.2017.04.003,Journal(Inorganic Chemistry Communications)
FEBRIP,2.16909,,,,,,3.719161,10.1039/c2nj40044h,Journal(New Journal of Chemistry)
AHOMOB01,4.95477,,,,,,0.8987990000000001,10.1021/acs.inorgchem.8b02898,Journal(Inorganic Chemistry)
LOVQUI,3.37351,,,,,,1.329411,10.1016/S0020-1693(00)00206-1,Journal(Inorganica Chimica Acta)
YEKNOT,4.39465,,,,,,1.599128,10.1002/anie.201203834,"Journal(Angewandte Chemie, International Edition)"
FARVOJ,1.90951,,,,,,2.043041,10.1016/S0020-1693(00)81230-X,Journal(Inorganica Chimica Acta)
FAVRAY,2.08444,,,,,,2.607319,10.1007/s12039-016-1133-x,"Journal(Journal of Chemical Sciences(Bangalore,India))"
WETBAB01,1.30572,,,,,,3.910567,10.1002/anie.201706660,"Journal(Angewandte Chemie, International Edition)"
ALIDUU,2.01423,,,,,,1.890322,10.1021/ic034619o,Journal(Inorganic Chemistry)
BOXMIM,3.40743,,,,,,2.453095,10.1002/asia.201403025,Journal(Chemistry-An Asian Journal)
OSAYEN,1.711,,,,,,3.965143,10.1021/cg101272n,Journal(Crystal Growth and Design)
GISHIC,2.40453,,,,,,0.933939,10.1002/ejic.201900078,Journal(European Journal of Inorganic Chemistry)
HINROO,2.09544,,,,,,1.068596,10.1016/j.poly.2018.11.016,Journal(Polyhedron)
EJAWUH,2.37874,,,,,,0.664944,10.1039/b304201d,Journal(CrystEngComm)
HUTWUP02,1.72294,,,,,,0.970622,,Journal(Yingyong Huagong)
NEMJUL,2.01666,,,,,,3.091023,10.1021/ic060958g,Journal(Inorganic Chemistry)
XASVOF,2.51894,,,,,,0.924039,10.1016/j.ica.2016.12.015,Journal(Inorganica Chimica Acta)
DOQMEB,2.96385,,,,,,3.509524,10.1039/a908060k,"Journal(Journal of the Chemical Society, Dalton Transactions [1972-2003])"
JACJIH,3.25059,,,,,,2.98813,10.1016/S1293-2558(02)00091-2,Journal(Solid State Sciences)
UGOWUI,3.01787,,,,,,2.366861,10.1021/ic020102l,Journal(Inorganic Chemistry)
VEWHIQ,1.79221,,,,,,3.957654,10.1016/j.jfluchem.2013.02.016,Journal(Journal of Fluorine Chemistry)
NOCBOW,2.55014,,,,,,0.880678,10.1039/a708615f,"Journal(Journal of the Chemical Society, Dalton Transactions [1972-2003])"
PIYWAY,2.83148,,,,,,1.899223,10.1039/C8DT04393K,Journal(Dalton Transactions)
DEDLAC,4.22592,,,,,,0.905206,,Journal(CSD Communication)
UFUKUB01,1.76224,,,,,,0.4011669999999998,10.1021/ic0602244,Journal(Inorganic Chemistry)
KUJYIX,2.44554,,,,,,0.81486,,Journal(Journal de Chimie Physique et de Physico-Chimie Biologique [1904-1998])
ILUWUH01,1.93908,,,,,,3.145758,10.1021/ic034427t,Journal(Inorganic Chemistry)
GIGBAC,2.42298,,,,,,1.770483,10.1039/C8DT00902C,Journal(Dalton Transactions)
EWIHIC,3.94009,,,,,,3.216126,10.1039/c1sc00269d,Journal(Chemical Science)
LOXYOO,4.071,,,,,,3.040798,10.1002/chem.201406406,Journal(Chemistry-A European Journal)
VOQDAI,2.34882,,,,,,2.319027,10.1016/j.poly.2014.07.004,Journal(Polyhedron)
CIBYIX,1.47508,,,,,,2.719056,10.1016/j.poly.2013.04.030,Journal(Polyhedron)
NAHXEZ,1.88686,,,,,,2.309564,10.1016/0020-1693(95)05017-5,Journal(Inorganica Chimica Acta)
TISZUT,5.17081,,,,,,0.919025,10.1039/C8CC09655D,Journal(Chemical Communications)
TABPES,1.56682,,,,,,1.5161980000000002,10.1021/ic026189s,Journal(Inorganic Chemistry)
DAXFAM,1.95593,,,,,,2.865571,10.1039/C7CE00568G,Journal(CrystEngComm)
IPIJAT,1.86332,,,,,,2.468986,10.1016/j.inoche.2010.10.026,Journal(Inorganic Chemistry Communications)
INUQAK,2.53783,,,,,,1.982514,10.1002/zaac.201000352,Journal(Zeitschrift fur Anorganische und Allgemeine Chemie)
GUFQIJ,4.642,,,,,,0.469438,10.1039/C5CC01072A,Journal(Chemical Communications)
YUGZEG,4.48695,,,,,,0.1791309999999999,10.1021/ic802117q,Journal(Inorganic Chemistry)
RAPDER,2.21328,,,,,,0.5529200000000003,10.1039/cc9960002587,Journal(Chemical Communications)
YAHMAW,1.84005,,,,,,3.247973,10.1021/ic0487528,Journal(Inorganic Chemistry)
AKAREJ01,2.11622,,,,,,1.1274730000000002,10.1360/04wb0012,Journal(Chinese Science Bulletin)
SOQVIF,2.05268,,,,,,3.313937,10.1021/ic501013x,Journal(Inorganic Chemistry)
VEJYEP01,6.31312,,,,,,4.389122,10.1002/chem.200700181,Journal(Chemistry-A European Journal)
LOHKOK01,1.76399,,,,,,2.295974,10.1002/zaac.201400604,Journal(Zeitschrift fur Anorganische und Allgemeine Chemie)
YICBIW,1.81017,,,,,,2.418225,10.1107/S1600536807012536,Journal(Acta Crystallographica Section E: Structure Reports Online [2001-2014])
MIJKIA,2.1891,,,,,,0.6448539999999996,10.1016/j.inoche.2007.04.004,Journal(Inorganic Chemistry Communications)
JUPHEH01,2.24372,,,,,,0.959628,10.1002/ejic.200300251,Journal(European Journal of Inorganic Chemistry)
UKUFAH,2.0171,,,,,,3.07891,10.1021/ic034222k,Journal(Inorganic Chemistry)
DEDWOB,2.10487,,,,,,0.967353,10.1016/j.jssc.2016.10.009,Journal(Journal of Solid State Chemistry)
QITDAA01,4.86641,,,,,,3.092519,10.7868/S0132344X14030050,Journal(Koordinatsionnaia khimiia)
KUXTUT,3.40758,,,,,,0.908987,,Journal(CrystEngComm)
BEKMEM,1.98107,,,,,,2.454198,10.1021/acs.inorgchem.7b02176,Journal(Inorganic Chemistry)
OTECEX,9.81849,,,,,,3.125265,10.1126/science.aaf9135,Journal(Science)
WIPKAJ,2.02328,,,,,,2.765891,10.1016/j.jssc.2013.06.018,Journal(Journal of Solid State Chemistry)
YEHBAQ,1.64917,,,,,,0.92908,10.1080/00958972.2012.726713,Journal(Journal of Coordination Chemistry)
POVFUE01,3.91633,,,,,,2.915889,10.1002/anie.201909046,"Journal(Angewandte Chemie, International Edition)"
MEHCAG,3.50429,,,,,,3.020573,10.1080/00958972.2015.1035262,Journal(Journal of Coordination Chemistry)
OCUKOP,2.01379,,,,,,2.245875,10.1021/acs.cgd.6b01673,Journal(Crystal Growth and Design)
QUBYAO01,2.42655,,,,,,2.207189,10.1002/slct.201701456,Journal(Chemistry Select)
LOFJEW,1.68911,,,,,,3.2813319999999995,10.1021/cg800199x,Journal(Crystal Growth and Design)
SISZIG,4.91702,,,,,,1.250664,10.1021/acs.cgd.8b01327,Journal(Crystal Growth and Design)
NAKXEE,1.70577,,,,,,3.340863,10.1107/S1600536810039711,Journal(Acta Crystallographica Section E: Structure Reports Online [2001-2014])
SICDIT,2.20472,,,,,,1.728396,10.1080/00958972.2013.813939,Journal(Journal of Coordination Chemistry)
CAXZAE,2.40712,,,,,,3.4216830000000003,10.1039/c2dt11990k,Journal(Dalton Transactions)
ICEQUE,2.48516,,,,,,1.839925,,Journal(Jiegou Huaxue)
QULMUG,3.32612,,,,,,2.145003,10.1039/b906905d,Journal(CrystEngComm)
GELVID01,3.46285,,,,,,0.794809,10.1039/c0dt01687j,Journal(Dalton Transactions)
HIPCUF,1.74667,,,,,,2.06632,10.1016/j.poly.2007.08.018,Journal(Polyhedron)
COBLOV,2.71754,,,,,,2.166132,10.1016/j.molstruc.2007.08.021,Journal(Journal of Molecular Structure)
NUVREC,2.71588,,,,,,2.908454,10.1007/s10870-009-9652-7,Journal(Journal of Chemical Crystallography)
GAWRED,5.98938,,,,,,0.302851,10.1021/ic2021275,Journal(Inorganic Chemistry)
LIHFUF,1.54551,,,,,,4.114429,10.1080/00958972.2013.782007,Journal(Journal of Coordination Chemistry)
NOPFAA,2.09998,,,,,,3.0475380000000003,,Journal(Jiegou Huaxue)
QUVGUK,4.54686,,,,,,2.090241,10.1021/cg1000842,Journal(Crystal Growth and Design)
ANIYUS,2.54209,,,,,,1.00248,10.1039/c0jm03423a,Journal(Journal of Materials Chemistry)
OHESEB,2.28553,,,,,,3.312298,10.1016/j.poly.2015.06.002,Journal(Polyhedron)
NAGDIL,2.95658,,,,,,2.402425,10.1039/C5CE02314A,Journal(CrystEngComm)
DOFWUR,2.22252,,,,,,1.238877,10.1080/00958970801950029,Journal(Journal of Coordination Chemistry)
IGUSOU,1.48668,,,,,,2.766674,10.1021/ic502395s,Journal(Inorganic Chemistry)
GIGXUS,2.84488,,,,,,2.413666,10.1039/C8SC03312A,Journal(Chemical Science)
XOSHIY,5.00013,,,,,,2.142089,10.1016/j.ica.2014.10.026,Journal(Inorganica Chimica Acta)
BARJIO,2.12092,,,,,,3.1362750000000004,10.1080/1061027031000073045,Journal(Supramolecular Chemistry)
OHOREI,2.49008,,,,,,2.916462,10.1021/ic034116i,Journal(Inorganic Chemistry)
JOYKOZ,11.47463,,,,,,0.574406,10.1038/nature14327,Journal(Nature (London))
XOZLEF,2.56186,,,,,,0.912714,10.1016/j.molstruc.2014.09.017,Journal(Journal of Molecular Structure)
OMETEG,2.79457,,,,,,2.2924800000000003,10.1002/zaac.201000279,Journal(Zeitschrift fur Anorganische und Allgemeine Chemie)
LUMJIM,2.23049,,,,,,0.5333830000000002,10.1016/S1472-7862(02)00007-2,Journal(Journal of Supramolecular Chemistry [2001-2002])
HOFZAD,2.35607,,,,,,1.03323,10.1002/(SICI)1521-3773(19990802)38:15<2274::AID-ANIE2274>3.3.CO;2-A,"Journal(Angewandte Chemie, International Edition)"
GACTUA,1.92071,,,,,,0.6597869999999999,10.1021/ja034129v,Journal(Journal of the American Chemical Society)
RUBNEI,2.0685,,,,,,2.884417,10.1080/00958970802672978,Journal(Journal of Coordination Chemistry)
COWLEG,1.60367,,,,,,3.711165,10.1021/cg8009157,Journal(Crystal Growth and Design)
OPIFIE,4.24198,,,,,,1.3584,10.1039/C6NJ00180G,Journal(New Journal of Chemistry)
CIBPEK,2.60088,,,,,,3.05194,10.1039/C3CE40236C,Journal(CrystEngComm)
PUVQUT,1.81922,,,,,,1.242751,10.1039/b924977j,Journal(Dalton Transactions)
ANEQUH,2.51931,,,,,,2.5370120000000003,,Journal(CSD Communication)
KEHGIO,5.11581,,,,,,0.7162189999999999,10.1039/b600193a,Journal(New Journal of Chemistry)
YAVJAI,1.46022,,,,,,2.10124,10.1107/S1600536812012986,Journal(Acta Crystallographica Section E: Structure Reports Online [2001-2014])
FAQVEY,2.01193,,,,,,1.460603,10.1016/S0277-5387(98)00116-8,Journal(Polyhedron)
WUSSAG,4.237,,,,,,2.439452,10.1039/C5RA14637B,Journal(RSC Advances)
KACZEW,2.43875,,,,,,0.8713329999999999,10.1039/C5CE02174J,Journal(CrystEngComm)
UVINIX,1.53938,,,,,,2.6825269999999994,10.1021/cg1012439,Journal(Crystal Growth and Design)
CADJIB01,1.9243,,,,,,2.352147,10.1016/S0277-5387(03)00467-4,Journal(Polyhedron)
XUVMOQ05,3.52975,,,,,,1.500582,10.1002/anie.200352982,"Journal(Angewandte Chemie, International Edition)"
FUYDOS,2.18296,,,,,,3.074481,10.1107/S0108270187009120,"Journal(Acta Crystallographica,Section C: Crystal Structure Communications [1983-2014])"
LABTEO,2.52932,,,,,,3.257302,10.1071/CH02126,Journal(Australian Journal of Chemistry)
WUYFAY,3.54481,,,,,,2.639526,10.1080/00958972.2010.490294,Journal(Journal of Coordination Chemistry)
CAXZEI,2.14185,,,,,,3.168306,10.1039/c2dt11990k,Journal(Dalton Transactions)
BUZHIO,2.04205,,,,,,2.98773,10.1016/j.poly.2010.04.025,Journal(Polyhedron)
LADYUN,4.61122,,,,,,0.875827,10.1016/j.poly.2016.01.051,Journal(Polyhedron)
WICYAJ,2.05924,,,,,,0.940206,10.1002/chem.200601786,Journal(Chemistry-A European Journal)
KISSIP,1.98224,,,,,,2.017887,10.1002/zaac.200700345,Journal(Zeitschrift fur Anorganische und Allgemeine Chemie)
OPUXIH,1.65456,,,,,,2.232979,10.1039/c0ce00847h,Journal(CrystEngComm)
SEHFES,3.46182,,,,,,2.689267,10.1039/c2ce25953b,Journal(CrystEngComm)
PURTOM,2.52313,,,,,,3.0460670000000003,10.1021/cg9011247,Journal(Crystal Growth and Design)
VAWHOQ,1.98115,,,,,,1.743928,10.1039/a803468k,"Journal(Journal of the Chemical Society, Dalton Transactions [1972-2003])"
TAKKAS,1.9725,,,,,,1.926011,,Journal(Koordinatsionnaia khimiia)
OFIXOR,2.0497,,,,,,2.730772,10.1021/cg701153z,Journal(Crystal Growth and Design)
VIYZOU01,2.28222,,,,,,3.117493,,Journal(Jiegou Huaxue)
CYPYCU10,1.66122,,,,,,1.350326,10.1107/S056774087200370X,"Journal(Acta Crystallographica,Section B:Struct.Crystallogr.Cryst.Chem. [1968-1982])"
OWELIN,1.94604,,,,,,2.368476,10.1021/acs.organomet.6b00445,Journal(Organometallics)
QOCHAU,2.05629,,,,,,2.215945,10.1515/ncrs-2018-0271,Journal(Zeitschrift fur Kristallographie - New Crystal Structures)
GAPCEH,2.22466,,,,,,1.4297909999999998,10.1107/S160053681200284X,Journal(Acta Crystallographica Section E: Structure Reports Online [2001-2014])
LERNIF,1.67759,,,,,,2.651123,10.1021/ic990340p,Journal(Inorganic Chemistry)
QOHGIE,3.74313,,,,,,0.5303720000000001,,Journal(Wuji Huaxue Xuebao)
TEPGUS,4.8497,,,,,,2.420611,10.1039/c2ce26612a,Journal(CrystEngComm)
IYEQIO,1.85337,,,,,,4.313176,10.1039/C6CE01607C,Journal(CrystEngComm)
CICNOT,2.58226,,,,,,1.961609,10.1016/j.ica.2013.03.014,Journal(Inorganica Chimica Acta)
OCUKUV,2.08136,,,,,,2.2016750000000003,10.1021/acs.cgd.6b01673,Journal(Crystal Growth and Design)
NOBRUT01,1.97681,,,,,,0.9672949999999998,10.1021/ic401721x,Journal(Inorganic Chemistry)
KAHMIR,2.56081,,,,,,4.078799,10.1107/S0108270110034785,"Journal(Acta Crystallographica,Section C: Crystal Structure Communications [1983-2014])"
NOBNEA,1.7292,,,,,,2.568125,10.1039/C8TA12506F,Journal(Journal of Materials Chemistry A)
CAWZIL,1.66449,,,,,,0.8483419999999999,10.1021/ic201924q,Journal(Inorganic Chemistry)
